Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Delphinium elatum,ESM.bin,1,9,7378500,74.04043952,9.03E-07,46060,0.004621946,4.233455882,0.706407105,819833.3333,2333933.993,2800,7039700,1.357,0.047237408,0.025009558,0.005196244,0.078571429,1.619,0.956662171,1,3.444444444,1.059682038,0.064551259,1.003452094,1.181193574,6910500,0.693442376,767833.3333,2211387.719,1000,6662400,0.969267313,98.80361297,0.500286693,2.001147429,4979892.964,0.998587747,9965500,99655,2892,2317,379.523405,373.8043577,48.49,62.01
Delphinium elatum,SDM70.bin,1,16,1713500,19.93067591,1.86E-06,24640,0.002866016,4.702290076,0.158003094,107093.75,336521.1246,2400,1358400,1.347,0.054687214,0.021331512,0.009010601,0.083333333,1.498,0.499037866,1,2.615384615,1.068240711,0.049531676,1.00524487,1.145560038,1475400,0.171612018,92212.5,306772.2258,800,1235200,0.930595459,97.14772995,0.974535093,39.26972843,218929.4488,0.988948396,8597300,85973,2892,2317,379.523405,373.8043577,48.49,62.01
Delphinium elatum,SDM.bin,1,25,4493800,41.93972879,2.33E-06,59020,0.005508218,6.95990566,0.380096874,179752,812047.199,2200,4072700,1.47,0.055466189,0.019311832,0.010607214,0.090909091,1.433,0.922467782,1,5.346534653,1.048555061,0.055863695,1,1.22042224,3913800,0.365267058,156552,726260.0952,600,3639600,0.936419361,97.17502124,0.855117166,6.902128909,1552405.083,0.996547916,10714900,107149,2892,2317,379.523405,373.8043577,48.49,62.01
Delphinium elatum,ESM70.bin,1,7,2883000,58.45498783,1.42E-06,27740,0.005624493,4.079411765,0.563240065,411857.1429,1043421.869,4400,2777900,1.385,0.040176514,0.021769914,0.008718816,0.068181818,1.53,0.94484719,1,3.625748503,1.053418095,0.056419266,1.006309447,1.173892143,2605100,0.528203569,372157.1429,952822.9056,1800,2532800,0.953020475,98.17341242,0.682636027,3.150956266,1565239.116,0.997706965,4932000,49320,2892,2317,379.523405,373.8043577,48.49,62.01
Delphinium elatum,Occurrence,1,67,1624400,17.63696771,7.27E-06,45620,0.004953204,8.945098039,0.096230266,24244.77612,108298.835,2800,886300,1.485,0.060414454,0.012853176,0.010312535,0.078571429,1.309,0.420759737,1,3.261538462,1.048182674,0.045022737,1,1.207430414,1203600,0.130681201,17964.1791,97121.09701,1000,795800,0.868791165,93.71451618,0.990410296,104.2785105,88323.08745,0.970780958,9210200,92102,2892,2317,379.523405,373.8043577,48.49,62.01
Delphinium elatum ssp. helveticum,SDM.bin,1,1,60700,65.69264069,1.08E-05,1600,0.017316017,1.6,0.656926407,60700,NA,60700,60700,NA,0.026359143,NA,0.026359143,0.026359143,1.624,NA,1.6,1.6,1.088002234,NA,1.088002234,1.088002234,45100,0.488095238,45100,NA,45100,45100,0.876352396,97.42268041,0.568447696,2.317216223,39875.4329,0.992047209,92400,924,334,425,766.2089853,189.5953815,7.43,46.26
Delphinium elatum ssp. helveticum,SDM70.bin,1,3,20800,9.171075838,1.32E-05,1240,0.005467372,2.137931034,0.052028219,6933.333333,4331.666346,3500,11800,1.192,0.06608115,0.015642423,0.049152542,0.08,1.266,0.077039656,1.166666667,1.318181818,1.05344726,0.010776021,1.041231724,1.061606401,10000,0.044091711,3333.333333,2797.022226,1200,6500,0.740585774,91.47286822,0.996466831,283.0320238,801.3227513,0.903899655,226800,2268,334,425,766.2089853,189.5953815,7.43,46.26
Delphinium elatum ssp. helveticum,ESM.bin,1,1,74800,70.83333333,9.47E-06,1680,0.015909091,1.527272727,0.708333333,74800,NA,74800,74800,NA,0.022459893,NA,0.022459893,0.022459893,1.536,NA,1.527272727,1.527272727,1.076447375,NA,1.076447375,1.076447375,58400,0.553030303,58400,NA,58400,58400,0.893670886,97.98750867,0.498263889,1.993079585,52983.33333,0.994025396,105600,1056,334,425,766.2089853,189.5953815,7.43,46.26
Delphinium elatum ssp. helveticum,ESM70.bin,1,1,31300,71.13636364,2.27E-05,1180,0.026818182,1.638888889,0.711363636,31300,NA,31300,31300,NA,0.037699681,NA,0.037699681,0.037699681,1.667,NA,1.638888889,1.638888889,1.098786634,NA,1.098786634,1.098786634,20400,0.463636364,20400,NA,20400,20400,0.827737226,96.10169492,0.493961777,1.976135308,22265.68182,0.990706749,44000,440,334,425,766.2089853,189.5953815,7.43,46.26
Delphinium elatum ssp. helveticum,Occurrence,1,1,53300,61.26436782,1.15E-05,1640,0.018850575,1.744680851,0.612643678,53300,NA,53300,53300,NA,0.030769231,NA,0.030769231,0.030769231,1.776,NA,1.744680851,1.744680851,1.105536132,NA,1.105536132,1.105536132,37400,0.429885057,37400,NA,37400,37400,0.857142857,96.56526006,0.624667724,2.664305904,32653.90805,0.990258085,87000,870,334,425,766.2089853,189.5953815,7.43,46.26
Delphinium pictum ssp. pictum,ESM.bin,1,4,28400,46.4811784,6.55E-05,1620,0.026513912,2.382352941,0.373158756,7100,10471.86707,1500,22800,1.385,0.087806382,0.029475894,0.046491228,0.111111111,1.252,0.340374434,1,1.709677419,1.043882708,0.048235505,1.008824911,1.112107436,14400,0.235679214,3600,6268.971207,300,13000,0.750385208,91.19850187,0.857864947,7.035562173,8684.451718,0.950570196,61100,611,88,337,335.1304044,11.14023362,3.29,39.52
Delphinium pictum ssp. pictum,SDM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8597300,85973,88,337,335.1304044,11.14023362,3.29,39.52
Delphinium pictum ssp. pictum,SDM.bin,1,4,21400,35.96638655,6.72E-05,1180,0.019831933,1.966666667,0.262184874,5350,6841.296173,1700,15600,1.137,0.083710407,0.031179125,0.03974359,0.105882353,1.111,0.12,1,1.24,1.024251918,0.016140041,1.00524487,1.04472531,11400,0.191596639,2850,4637.168676,400,9800,0.757700205,92.71356784,0.927999435,13.88877991,4284.033613,0.922210323,59500,595,88,337,335.1304044,11.14023362,3.29,39.52
Delphinium pictum ssp. pictum,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4932000,49320,88,337,335.1304044,11.14023362,3.29,39.52
Delphinium pictum ssp. pictum,Occurrence,1,4,23600,34.80825959,5.90E-05,1180,0.01740413,1.903225806,0.259587021,5900,7805.553578,1600,17600,1.11,0.079355472,0.02990835,0.035227273,0.1,1.076,0.074074074,1,1.148148148,1.016349471,0.013900688,1,1.031833783,13500,0.199115044,3375,5618.051264,400,11800,0.777777778,93.65079365,0.929947529,14.27501397,4749.557522,0.925690605,67800,678,88,337,335.1304044,11.14023362,3.29,39.52
Dianthus arenarius ssp. borussicus,ESM70.bin,1,17,2528500,45.47661871,3.06E-06,33820,0.006082734,5.300940439,0.312715827,148735.2941,432797.4525,400,1738700,1.325,0.060003087,0.052640156,0.01018002,0.25,1.46,0.645593181,1,3.352272727,1.058298983,0.05248679,1.000390258,1.168519878,2198100,0.395341727,129300,388713.8456,0,1562300,0.935286351,97.26970608,0.890886362,9.164757231,606671.8255,0.993133492,5560000,55600,762,748,63.2972004,337.8853906,26.62,54.36
Dianthus arenarius ssp. borussicus,Occurrence,1,21,1346200,33.02018691,5.15E-06,33760,0.008280802,7.244635193,0.258995806,64104.7619,228212.3649,2800,1055900,1.516,0.056920816,0.017022252,0.020286012,0.080701754,1.539,0.890268485,1,5.199029126,1.068470566,0.054593024,1.009737687,1.238045477,1019400,0.250042925,48542.85714,182350.565,1000,841200,0.882007549,94.54872429,0.932139595,14.7361337,276660.0849,0.990768236,4076900,40769,762,748,63.2972004,337.8853906,26.62,54.36
Dianthus arenarius ssp. borussicus,SDM70.bin,1,8,3851400,65.78079899,1.37E-06,36300,0.006199935,4.618320611,0.627474423,481425,1290633.936,2800,3673800,1.386,0.05082059,0.02526859,0.008351026,0.078571429,1.693,1.019659233,1,3.994791667,1.07004606,0.067835364,1.003452094,1.18346596,3487800,0.595706161,435975,1182912.164,1000,3362300,0.953959134,98.14445097,0.605765184,2.536559328,2308205.425,0.998087753,5854900,58549,762,748,63.2972004,337.8853906,26.62,54.36
Dianthus arenarius ssp. borussicus,ESM.bin,1,7,3646800,73.74572809,1.42E-06,23780,0.004808801,3.112565445,0.708782431,520971.4286,1316174.067,3500,3505000,1.256,0.04268185,0.022017316,0.005495007,0.068571429,1.507,0.532045197,1,2.568,1.064214267,0.0429617,1.003452094,1.125369545,3410200,0.689611939,487171.4286,1245301.913,1500,3310700,0.967919056,98.887725,0.497270115,1.989139753,2486049.556,0.998046114,4945100,49451,762,748,63.2972004,337.8853906,26.62,54.36
Dianthus arenarius ssp. borussicus,SDM.bin,1,9,3036000,65.83826687,1.95E-06,26700,0.005790124,3.8252149,0.594669616,337333.3333,903110.3546,4000,2742200,1.298,0.046466395,0.026052662,0.006673474,0.085714286,1.615,0.613030403,1,2.756024096,1.075395621,0.054180229,1.006598092,1.154937309,2770600,0.6008284,307844.4444,843961.9587,1800,2556000,0.956973652,98.3667655,0.644987802,2.816804625,1637067.747,0.996411805,4611300,46113,762,748,63.2972004,337.8853906,26.62,54.36
Dianthus arenarius ssp. pseudosquarrosus,Occurrence,1,3,27500,49.9092559,5.44E-05,1280,0.02323049,1.882352941,0.399274047,9166.666667,11119.50239,2400,22000,1.215,0.06878625,0.028205904,0.037272727,0.091666667,1.194,0.189541357,1,1.366666667,1.037688827,0.024071135,1.018600424,1.064730005,16100,0.292196007,5366.666667,7739.078326,700,14300,0.791530945,94.18604651,0.83551767,6.079680397,9062.976407,0.952777751,55100,551,63,282,36.86109514,318.9783487,30.57,49.86
Dianthus arenarius ssp. pseudosquarrosus,ESM.bin,1,3,44100,57.49674055,3.91E-05,1560,0.020338983,1.857142857,0.514993481,14700,21492.32421,1500,39500,1.159,0.075426705,0.045602284,0.028860759,0.12,1.225,0.218422374,1,1.425,1.042583443,0.024793039,1.018600424,1.068114002,29900,0.389830508,9966.666667,16231.24559,100,28700,0.8375,95.8283671,0.732765698,3.74203459,20496.87093,0.971911368,76700,767,63,282,36.86109514,318.9783487,30.57,49.86
Dianthus arenarius ssp. pseudosquarrosus,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5560000,55600,63,282,36.86109514,318.9783487,30.57,49.86
Dianthus arenarius ssp. pseudosquarrosus,SDM.bin,1,3,36400,44.88286067,3.70E-05,1620,0.019975339,2.076923077,0.378545006,12133.33333,16088.60881,2300,30700,1.346,0.068008475,0.029019706,0.037785016,0.095652174,1.277,0.327793471,1,1.611111111,1.046654328,0.046291499,1.007029232,1.09753602,22000,0.271270037,7333.333333,10976.94554,600,20000,0.799752781,93.904209,0.854141802,6.855973899,11829.09988,0.962687498,81100,811,63,282,36.86109514,318.9783487,30.57,49.86
Dianthus arenarius ssp. pseudosquarrosus,SDM70.bin,1,35,675500,8.305872516,4.30E-06,24760,0.003044462,7.503030303,0.026141058,19300,38816.24129,300,212600,1.416,0.064738258,0.039069457,0.020978363,0.266666667,1.329,0.457032988,1,2.739130435,1.048064462,0.052371186,1,1.189940835,447800,0.055060988,12794.28571,30478.63227,0,169200,0.832112829,91.95953541,0.999028385,1029.214451,7901.948898,0.956857709,8132800,81328,63,282,36.86109514,318.9783487,30.57,49.86
Dianthus balbisii ssp. liburnicus,ESM.bin,1,9,217000,36.01659751,1.49E-05,6840,0.011352697,3.638297872,0.206639004,24111.11111,43061.88699,2400,124500,1.375,0.066371654,0.024557024,0.022329317,0.091666667,1.32,0.433741211,1,2.096153846,1.046356271,0.051612425,1,1.134463153,152800,0.253609959,16977.77778,33407.10171,700,97200,0.853908586,94.15920867,0.944720731,18.08996438,33305.75934,0.971391427,602500,6025,361,563,409.3452926,31.99453178,16.455,43.1
Dianthus balbisii ssp. liburnicus,ESM70.bin,1,5,112700,23.90243902,1.06E-05,4420,0.009374337,3.25,0.096288441,22540,19346.13657,2500,45400,1.415,0.055254052,0.023671995,0.031718062,0.081481481,1.477,0.419276147,1,1.815789474,1.068736773,0.056885722,1,1.116373158,71500,0.15164369,14300,13447.86228,900,31600,0.821414141,93.00091491,0.981839282,55.0639033,8562.778367,0.957326068,471500,4715,361,563,409.3452926,31.99453178,16.455,43.1
Dianthus balbisii ssp. liburnicus,Occurrence,1,6,93100,34.39231622,2.22E-05,3900,0.014407093,3.14516129,0.223494644,15516.66667,23295.95816,500,60500,1.288,0.089494033,0.076603463,0.036033058,0.24,1.363,0.451671792,1,2.18,1.058726929,0.05672559,1.001036525,1.144515471,57100,0.210934614,9516.666667,15378.35058,0,39300,0.8104035,92.61111111,0.943256063,17.62302825,15360.58367,0.963533757,270700,2707,361,563,409.3452926,31.99453178,16.455,43.1
Dianthus balbisii ssp. liburnicus,SDM.bin,1,15,286800,19.59150215,1.02E-05,9580,0.006544163,4.435185185,0.095088462,19120,38395.18571,1900,139200,1.394,0.062351333,0.021368619,0.020689655,0.094736842,1.232,0.402481607,1,2.368421053,1.033796077,0.045160624,1.001036525,1.155507161,197600,0.134981898,13173.33333,30033.89672,500,110900,0.845856798,93.4079602,0.987810434,82.03737231,17844.30631,0.963300128,1463900,14639,361,563,409.3452926,31.99453178,16.455,43.1
Dianthus balbisii ssp. liburnicus,SDM70.bin,1,42,1915300,27.58287969,6.05E-06,52740,0.007595265,9.519855596,0.186454103,45602.38095,198310.5147,900,1294700,1.526,0.05543481,0.025373569,0.020900595,0.177777778,1.382,0.819826495,1,5.934210526,1.046473535,0.056516459,1.000390258,1.253325197,1415200,0.203807713,33695.2381,157726.8029,0,1028300,0.871186772,93.79420968,0.964747406,28.36670683,244786.9625,0.988692322,6943800,69438,361,563,409.3452926,31.99453178,16.455,43.1
Dianthus barbatus ssp. compactus,ESM.bin,1,12,1165200,41.74847725,4.30E-06,29100,0.01042637,6.736111111,0.23332139,97100,218768.6283,1300,651200,1.539,0.064275402,0.029199727,0.020577396,0.123076923,1.625,1.325386694,1,4.693430657,1.049373085,0.083299872,1.001036525,1.237901964,882300,0.316123253,73525,169983.7058,100,517400,0.882466982,94.63357588,0.917891662,12.17903108,229164.3712,0.991229418,2791000,27910,610,825,401.8616755,280.7856974,22.63,45.35
Dianthus barbatus ssp. compactus,ESM70.bin,1,18,813800,20.73428622,4.59E-06,25220,0.006425641,6.966850829,0.135646768,45211.11111,124512.4368,200,532400,1.448,0.075506296,0.059657706,0.027390791,0.3,1.462,0.987817857,1,5.089041096,1.047910533,0.067850376,1,1.246877545,573400,0.146092894,31855.55556,90920.18622,0,387600,0.85618977,93.28984157,0.9805029,51.28968003,76524.16622,0.985434397,3924900,39249,610,825,401.8616755,280.7856974,22.63,45.35
Dianthus barbatus ssp. compactus,SDM.bin,1,18,576300,20.05568122,6.26E-06,16880,0.005874369,5.552631579,0.080111362,32016.66667,61872.89866,600,230200,1.357,0.07325255,0.047491324,0.019287576,0.233333333,1.417,0.510470906,1,2.447761194,1.059625991,0.057091313,1.001634348,1.156046493,417400,0.145258396,23188.88889,49160.00154,0,186700,0.863540825,93.91594865,0.98988355,98.84890499,29069.61893,0.972277148,2873500,28735,610,825,401.8616755,280.7856974,22.63,45.35
Dianthus barbatus ssp. compactus,SDM70.bin,1,44,1174400,11.36123983,4.26E-06,38600,0.003734195,8.894009217,0.049212046,26690.90909,79738.42649,2400,508700,1.475,0.059346924,0.017926033,0.024376088,0.088,1.339,0.600782878,1,4.51048951,1.046741169,0.050420991,1,1.229669059,809700,0.078331028,18402.27273,59991.62534,800,380800,0.848139114,92.63890679,0.997147919,350.6211982,29481.67439,0.975398545,10336900,103369,610,825,401.8616755,280.7856974,22.63,45.35
Dianthus barbatus ssp. compactus,Occurrence,1,8,172900,23.15831771,1.07E-05,6860,0.00918832,4.083333333,0.135949638,21612.5,33193.13343,2900,101500,1.559,0.053672755,0.014052932,0.03270936,0.075862069,1.435,0.526275313,1,2.59375,1.061933122,0.056339608,1.004749972,1.166123197,109000,0.145995178,13625,23106.32257,1100,69200,0.819521179,92.32365145,0.979459899,48.68525123,15335.23975,0.963932098,746600,7466,610,825,401.8616755,280.7856974,22.63,45.35
Dianthus bessarabicus,ESM.bin,1,3,38700,53.37931034,4.14E-05,1800,0.024827586,2.25,0.4,12900,14519.2975,800,29000,1.199,0.088835723,0.074711368,0.042068966,0.175,1.398,0.335224658,1.157894737,1.742857143,1.07031814,0.04023568,1.033776194,1.113437143,22500,0.310344828,7500,9083.501527,0,17600,0.791666667,93.1880109,0.824808561,5.708041483,12701.37931,0.964747591,72500,725,302,850,42.88201465,50.11317609,29.22,45.36
Dianthus bessarabicus,SDM70.bin,1,11,62000,5.479936362,9.72E-06,3440,0.003040481,3.44,0.022538448,5636.363636,7000.181816,700,25500,1.195,0.080279359,0.041974549,0.030588235,0.2,1.129,0.17858552,1,1.571428571,1.026453049,0.035817709,1.001036525,1.105195063,32900,0.029079017,2990.909091,5143.43359,0,18100,0.756373938,89.74789916,0.99934419,1524.831991,741.9833834,0.893937135,1131400,11314,302,850,42.88201465,50.11317609,29.22,45.36
Dianthus bessarabicus,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924900,39249,302,850,42.88201465,50.11317609,29.22,45.36
Dianthus bessarabicus,Occurrence,1,4,26200,34.74801061,5.31E-05,1620,0.021485411,2.454545455,0.168435013,6550,4616.997581,1500,12700,1.265,0.074635321,0.03048196,0.05511811,0.12,1.276,0.190248121,1.125,1.52173913,1.053918672,0.027000277,1.032534862,1.093150746,12100,0.160477454,3025,2604.323329,200,6500,0.732231405,90.22403259,0.95856581,24.13465784,3124.137931,0.920359483,75400,754,302,850,42.88201465,50.11317609,29.22,45.36
Dianthus bessarabicus,SDM.bin,1,3,32400,43.2,4.00E-05,1620,0.0216,2.25,0.334666667,10800,12624.18314,1200,25100,1.283,0.078724809,0.047898487,0.043824701,0.133333333,1.348,0.33776484,1.125,1.71875,1.060659996,0.041944037,1.032534862,1.108869815,17900,0.238666667,5966.666667,7862.145593,100,14900,0.777777778,92.79869067,0.881127111,8.412347082,8915.466667,0.957036017,75000,750,302,850,42.88201465,50.11317609,29.22,45.36
Dianthus biflorus,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924900,39249,120,175,440.5614925,23.55557738,21.87,38.61
Dianthus biflorus,SDM.bin,1,1,55600,60.83150985,1.09E-05,2060,0.022538293,2.145833333,0.608315098,55600,NA,55600,55600,NA,0.03705036,NA,0.03705036,0.03705036,2.184,NA,2.145833333,2.145833333,1.142998729,NA,1.142998729,1.142998729,35400,0.387308534,35400,NA,35400,35400,0.830452675,94.83082707,0.629952741,2.702357538,33822.31947,0.990348366,91400,914,120,175,440.5614925,23.55557738,21.87,38.61
Dianthus biflorus,ESM.bin,1,1,69200,74.81081081,1.08E-05,1840,0.019891892,1.735849057,0.748108108,69200,NA,69200,69200,NA,0.026589595,NA,0.026589595,0.026589595,1.749,NA,1.735849057,1.735849057,1.100289035,NA,1.100289035,1.100289035,51300,0.554594595,51300,NA,51300,51300,0.875338753,97.06987228,0.440334259,1.786780798,51769.08108,0.994690941,92500,925,120,175,440.5614925,23.55557738,21.87,38.61
Dianthus biflorus,SDM70.bin,1,9,159900,35.97300337,2.02E-05,5300,0.01192351,3.3125,0.265241845,17766.66667,37754.53615,800,117900,1.261,0.078591611,0.042712405,0.022222222,0.15,1.279,0.298866974,1,1.898550725,1.047989323,0.03909951,1.001036525,1.110611706,111400,0.250618673,12377.77778,29978.89999,0,92100,0.846953509,94.06670943,0.927907116,13.87099458,32045.28684,0.967108729,444500,4445,120,175,440.5614925,23.55557738,21.87,38.61
Dianthus biflorus,Occurrence,1,2,48500,52.3193096,2.16E-05,1840,0.019848975,2.044444444,0.406688242,24250,19021.17241,10800,37700,1.666,0.040259358,0.005918607,0.036074271,0.044444444,1.453,0.424782096,1.142857143,1.743589744,1.068654467,0.053285609,1.030975852,1.106333083,30900,0.333333333,15450,12798.63274,6400,24500,0.826741996,94.91891892,0.821031293,5.587569005,16590.39914,0.9733608,92700,927,120,175,440.5614925,23.55557738,21.87,38.61
Dianthus borbasii,Occurrence,1,22,919500,34.63015969,8.29E-06,24360,0.00917445,6.34375,0.167068394,41795.45455,110002.4479,1800,443600,1.496,0.057799172,0.019170971,0.018169522,0.1,1.386,0.654228888,1,3.36036036,1.047821597,0.060263962,1.001036525,1.192680619,689800,0.259792106,31354.54545,89143.9004,400,365600,0.875764994,94.3620178,0.958505161,24.0993823,110177.0978,0.982698783,2655200,26552,1063,823,67.48711706,552.3293542,34.775,52.125
Dianthus borbasii,ESM70.bin,1,6,1897400,58.81587105,1.86E-06,24620,0.007631742,4.460144928,0.567110973,316233.3333,741531.846,4300,1829500,1.419,0.050239315,0.024428055,0.01200328,0.069444444,1.714,1.170487224,1,4.051660517,1.069571297,0.067670657,1.015612527,1.194306561,1652900,0.512368258,275483.3333,653512.1098,1900,1609200,0.937160213,97.46496071,0.678164307,3.107175558,1038241.947,0.997367864,3226000,32260,1063,823,67.48711706,552.3293542,34.775,52.125
Dianthus borbasii,SDM.bin,1,6,2844100,68.75287065,1.45E-06,24280,0.005869413,3.591715976,0.667923707,474016.6667,1121664.043,2400,2763000,1.338,0.055528393,0.030539458,0.007737966,0.083333333,1.542,0.89103432,1,3.21021021,1.05162643,0.066429804,1.001036525,1.157499541,2602400,0.629100491,433733.3333,1035756.531,800,2547600,0.958207105,98.45076401,0.553607184,2.240179422,1846593.161,0.998181946,4136700,41367,1063,823,67.48711706,552.3293542,34.775,52.125
Dianthus borbasii,ESM.bin,1,4,2351100,65.36280234,1.11E-06,16800,0.004670559,2.736156352,0.64823464,587775,1162617.878,4500,2331700,1.277,0.04558114,0.026703966,0.006724707,0.066666667,1.51,0.72915544,1,2.562091503,1.055709956,0.055303007,1.001800161,1.128602631,2183400,0.607005838,545850,1085433.703,1900,2174000,0.964899085,98.85903885,0.579781503,2.379714377,1511525.936,0.998273782,3597000,35970,1063,823,67.48711706,552.3293542,34.775,52.125
